"Topic_No","Topic_Name","% of Corpus","SRPV_Share","sumSRPV","Date","Market","Matched_50_Top_10","Matched_60_Top_3","Matched_60_Top_5","Top_20_Words"
0,"['woman', 'men', 'shoe']",2.1,2.3,394837,2018-11-15,"en-GB",0.203838461,0.315979403,0.176671348,"woman | men | shoe | dress | clothing | shop | boot | style | jacket | range | fashion | size | online | coat | debenhams | collection | discover | bag | shirt | wide"
0,"['service', 'customer', 'support']",1.6,1.3,242654,2018-11-28,"en-GB",0.0340649143251759,0.268170831714791,0.102658725020502,"service | customer | support | contact | bus | offer | provide | repair | help | provider | team | provides | providing | access | solution | hire | product | online | need | financial"
1,"['porn', 'video', 'sex']",2.3,2.8,514451,2018-11-28,"en-GB",0.589581084908188,0.768689675231731,0.67528531079933,"porn | video | sex | xxx | tube | pornhubcom | clip | watch | movie | growing | relevant | high | collection | quality | discover | gay | teen | xhamster | hottest | best"
2,"['ebay', 'shop', 'great']",3.4,3,542168,2018-11-28,"en-GB",0.91923327343282,0.960569836185119,0.956970596661197,"ebay | shop | deal | great | confidence | selection | toy | item | set | bag | sale | kit | model | black | shipping | vintage | bike | box | accessory | glass"
3,"['job', 'apply', 'hiring']",1.7,1.5,276302,2018-11-28,"en-GB",0.528479490878582,0.689513694915948,0.566643134125254,"job | apply | hiring | indeedcouk | site | largest | world | totaljobs | career | vacancy | recruitment | latest | salary | search | instant | reedcouk | match | manager | today | assistant"
4,"['house', 'price', 'average']",1.3,0.7,133203,2018-11-28,"en-GB",0.395168826097265,0.567509518695695,0.476422922971786,"house | price | average | sold | road | property | postcode | checker | tool | exactly | rightmove | value | street | information | current | use | historic | flat | view | address"
5,"['school', 'primary', 'academy']",1.7,1.6,289115,2018-11-28,"en-GB",0.0727472882622659,0.409497646797423,0.210707576706324,"school | primary | academy | secondary | pupil | college | education | term | welcome | high | teacher | date | parent | catholic | girl | website | comparison | independent | church | community"
6,"['christmas', 'tree', 'festive']",1.8,1.4,260886,2018-11-28,"en-GB",0.0188571657229747,0.299443788639683,0.127738540645445,"christmas | tree | festive | decoration | santa | party | carol | market | shipping | perfect | selection | item | jumper | craft | idea | xmas | season | largest | merry | december"
7,"['restaurant', 'review', 'tripadvisor']",1.7,1.2,225531,2018-11-28,"en-GB",0.352991355186368,0.59830224598708,0.494574885307978,"restaurant | review | tripadvisor | best | bar | menu | pub | rated | dining | unbiased | read | traveller | ranked | table | cuisine | inn | location | photo | rating | place"
8,"['property', 'sale', 'agent']",1.7,1.2,220598,2018-11-28,"en-GB",0.43013461146237,0.576290026514379,0.49883744646135,"property | sale | agent | estate | flat | rent | house | rightmove | search | bedroom | portal | buy | datadriven | leading | browse | largest | wide | letting | zoopla | primelocation"
9,"['weather', 'forecast', 'temperature']",0.8,0.9,170341,2018-11-28,"en-GB",0.43473180377969,0.650210107638031,0.591357497584324,"weather | forecast | day | temperature | wind | rain | cloud | hourly | warning | report | breeze | united | kingdom | accuweathercom | speed | pressure | precipitation | gentle | minute | access"
10,"['game', 'play', 'online']",1.9,2.7,501260,2018-11-28,"en-GB",0.0757735536147239,0.497859376830796,0.283770020459851,"game | play | online | fun | xbox | player | math | kid | best | unblocked | fortnite | puzzle | console | board | gaming | nintendo | playstation | video | cool | playing"
11,"['window', 'microsoft', 'update']",1.6,1.8,331031,2018-11-28,"en-GB",0.0609793101898158,0.375439700610243,0.146491947719176,"window | microsoft | computer | update | driver | software | install | app | version | screen | desktop | setting | laptop | printer | bit | click | device | server | program | apps"
12,"['number', 'phone', 'mobile']",1.3,1.1,192684,2018-11-28,"en-GB",0.0877677028782663,0.407430722044386,0.169039551049382,"number | phone | telephone | mobile | calling | called | contact | user | report | read | area | customer | rating | searched | information | landline | digit | received | plate | fraction"
13,"['hotel', 'book', 'stay']",1.2,1.1,207437,2018-11-28,"en-GB",0.506683896905736,0.671017302031732,0.572474693086367,"hotel | book | candid | deal | room | great | tripadvisor | stay | spa | traveller | photo | review | inn | best | luxury | star | accommodation | break | availability | guest"
14,"['news', 'latest', 'breaking']",1.6,4,738572,2018-11-28,"en-GB",0.189294628201381,0.708486047714344,0.415949002765723,"news | latest | breaking | story | tweet | video | bbc | headline | update | analysis | traffic | daily | newspaper | itv | celebrity | result | website | travel | newsnow | fixture"
15,"['word', 'letter', 'document']",1.2,1,181894,2018-11-28,"en-GB",0.0822640849177651,0.320322524203896,0.110696372331739,"word | letter | english | language | document | list | phrase | translation | french | use | text | template | microsoft | sentence | dictionary | page | spelling | scrabble | example | writing"
16,"['facebook', 'people', 'connect']",1.3,1.9,339854,2018-11-28,"en-GB",0.493799232478287,0.554150676630984,0.514993603985727,"facebook | people | connect | power | know | join | named | share | view | friend | tweet | family | instagram | profile | log | post | make | follower | video | latest"
17,"['code', 'discount', 'voucher']",1.1,1.8,332738,2018-11-28,"en-GB",0.256868920365515,0.371751710442621,0.34570333710846,"code | discount | voucher | november | promo | coupon | area | valid | tested | working | friday | country | black | saving | verified | offer | deal | vouchercodescouk | latest | money"
18,"['ticket', 'train', 'trainline']",1.2,1.1,204494,2018-11-28,"en-GB",0.253996081262246,0.374990792439488,0.274090661323826,"ticket | train | bus | station | trainline | cheap | live | travel | rail | time | europe | retailer | independent | journey | route | leading | tour | event | theatre | timetable"
19,"['tax', 'income', 'pay']",0.7,0.7,119186,2018-11-28,"en-GB",0.0965856734080217,0.462583054464329,0.292521460788593,"tax | income | pay | hmrc | rate | allowance | vehicle | pension | vat | payment | calculator | credit | benefit | salary | band | personal | claim | return | april | relief"
20,"['hair', 'beauty', 'salon']",0.7,0.4,78834,2018-11-28,"en-GB",0.0340963029376088,0.314355782922842,0.157639365012394,"hair | beauty | salon | color | hairdresser | skin | product | hairstyle | nail | makeup | colour | shampoo | extension | treatment | hairdressing | spa | best | dryer | haircut | natural"
21,"['definition', 'synonym', 'thesaurus']",1.9,1.6,289665,2018-11-28,"en-GB",0.507938579726089,0.580341410205014,0.280055192474432,"synonym | definition | thesaurus | antonym | alternative | thesauruscom | translation | descriptive | english | dictionary | online | meaning | pronunciation | heard | collins | example | define | web | mean | instead"
22,"['flight', 'airport', 'airline']",0.8,0.8,139602,2018-11-28,"en-GB",0.287140354112873,0.531100147547031,0.417258391737366,"flight | airport | cheap | airline | book | compare | airway | departure | price | status | manchester | arrival | heathrow | air | travel | deal | cheapest | international | destination | tracker"
23,"['music', 'song', 'lyric']",2.4,2.4,432695,2018-11-28,"en-GB",0.136837713808928,0.454124202872638,0.332558555337028,"music | song | lyric | album | video | youtube | love | artist | listen | amazon | track | stream | official | original | band | piano | play | guitar | sheet | rock"
24,"['food', 'drink', 'diet']",1.1,0.9,166495,2018-11-28,"en-GB",0.0268614080353852,0.219759798501044,0.0893690871114387,"food | drink | diet | eat | healthy | takeaway | eating | menu | calorie | meal | nutrition | hygiene | vitamin | pub | good | fat | pizza | meat | protein | chinese"
25,"['care', 'home', 'nursing']",1.1,0.7,124117,2018-11-28,"en-GB",0.027554974406404,0.346924781936183,0.14785284878251,"care | social | nursing | residential | support | patient | dental | adult | dementia | carehomecouk | healthcare | people | worker | nurse | inspection | practice | health | evidencebased | provider | quality"
26,"['image', 'stock', 'photo']",1.3,0.9,169223,2018-11-28,"en-GB",0.30902738960313,0.484935718278368,0.345807713806596,"image | photo | stock | vector | million | affordable | picture | royalty | royaltyfree | illustration | collection | shutterstock | cartoon | search | commercial | thousand | instagram | attribution | high | stunning"
27,"['woman', 'men', 'shoe']",2.1,2.2,397499,2018-11-28,"en-GB",0.147522283963694,0.344916649013313,0.183111444261574,"woman | men | shoe | clothing | boot | dress | jacket | shop | style | size | range | coat | fashion | black | shirt | discover | lady | debenhams | bag | online"
28,"['account', 'password', 'login']",1.1,1.7,308328,2018-11-28,"en-GB",0.22699676090955,0.519882155704217,0.333007796604652,"password | account | login | sign | log | username | user | access | enter | click | forgotten | forgot | reset | site | register | use | online | portal | page | using"
29,"['card', 'credit', 'payment']",0.9,1,189977,2018-11-28,"en-GB",0.0316394829973842,0.286467148792122,0.102861978765964,"card | credit | payment | greeting | debit | birthday | sim | balance | money | pay | reward | graphic | online | account | travel | memory | transfer | apply | loan | purchase"
30,"['rate', 'currency', 'exchange']",0.7,0.6,108277,2018-11-28,"en-GB",0.293011229688965,0.410023067758372,0.365307105376562,"rate | exchange | currency | pound | gbp | dollar | british | convert | euro | usd | sterling | eur | converter | conversion | foreign | chart | money | live | calculator | stone"
31,"['football', 'sport', 'league']",1.1,1.5,274335,2018-11-28,"en-GB",0.177807242893843,0.382381702162924,0.271003563437474,"football | league | premier | fixture | result | team | champion | liverpool | score | live | match | table | season | cup | player | manchester | uefa | soccer | goal | championship"
32,"['crossword', 'clue', 'answer']",0.5,0.4,77660,2018-11-28,"en-GB",0.474643916370693,0.68488887261543,0.645600673721211,"crossword | clue | answer | puzzle | solver | anagram | synonym | solution | daily | definition | question | possible | time | mirror | seen | able | spotted | quiz | related | shown"
33,"['home', 'garden', 'nursing']",1,0.9,168857,2018-11-28,"en-GB",0.00308147417724639,0.118575126340441,0.0362557447482876,"home | garden | nursing | furniture | residential | housing | kitchen | door | room | diy | bed | carehomecouk | visit | improvement | living | house | family | bedroom | bathroom | building"
34,"['child', 'kid', 'need']",1.5,1,191306,2018-11-28,"en-GB",0.0253788833291335,0.311794281051634,0.132822155825144,"child | kid | young | family | parent | learning | baby | adult | development | childrens | age | support | safeguarding | activity | toy | help | people | book | education | abuse"
35,"['holiday', 'cottage', 'book']",0.9,1.2,219308,2018-11-28,"en-GB",0.0150477737805114,0.414161927971839,0.0987002437043054,"holiday | book | cottage | date | calendar | travel | term | break | beach | cruise | destination | inclusive | discover | deal | family | resort | package | tour | accommodation | deposit"
36,"['file', 'open', 'pdf']",1.1,1.2,220730,2018-11-28,"en-GB",0.0872669703725243,0.332493295854738,0.145084165293528,"file | open | pdf | folder | format | document | program | click | convert | extension | text | computer | software | excel | select | drive | want | learn | adobe | application"
37,"['sport', 'sky', 'live']",0.9,1.6,284251,2018-11-28,"en-GB",0.0657064088221192,0.237114431836343,0.125219753875659,"sport | sky | live | channel | broadband | rugby | watch | horse | stream | racing | streaming | fitness | event | box | nike | app | tennis | cricket | football | leisure"
38,"['health', 'mental', 'safety']",1.1,0.7,132072,2018-11-28,"en-GB",0.0380878799335887,0.424457120312988,0.106406062498973,"health | mental | safety | wellbeing | social | public | people | risk | problem | assessment | healthcare | training | information | illness | physical | occupational | community | patient | fitness | national"
39,"['dog', 'pet', 'puppy']",0.8,0.6,114325,2018-11-28,"en-GB",0.0902079973535128,0.368626721250465,0.218914113220031,"dog | pet | puppy | cat | animal | breed | rescue | rehome | sell | rehoming | kennel | training | petshomes | grooming | toy | terrier | classified | vet | sale | owner"
40,"['delivery', 'store', 'buy']",2.4,2.6,471022,2018-11-28,"en-GB",0.437603993344426,0.580771813060105,0.565191055842602,"delivery | buy | store | online | order | range | product | price | amazon | book | shopping | low | eligible | selection | shop | today | everyday | available | collect | door"
41,"['bank', 'banking', 'account']",0.8,2.1,380456,2018-11-28,"en-GB",0.0854095637730571,0.486799545414809,0.231969577760294,"bank | banking | account | lloyd | loan | money | barclays | mortgage | plc | scotland | online | financial | branch | credit | saving | hsbc | payment | personal | internet | natwest"
42,"['movie', 'watch', 'online']",1.5,1.6,293220,2018-11-28,"en-GB",0.119013722229533,0.467189874023473,0.355928553483197,"movie | watch | online | film | episode | series | cinema | season | streaming | stream | putlocker | channel | trailer | subtitle | netflix | star | best | registration | quality | dvd"
43,"['london', 'street', 'east']",1.3,1,180233,2018-11-28,"en-GB",0.0277088878789846,0.267012919561124,0.0745309355320392,"london | street | city | theatre | station | kingdom | road | east | united | england | bridge | south | west | tower | central | borough | underground | king | greater | event"
44,"['google', 'map', 'chrome']",0.7,3,548107,2018-11-28,"en-GB",0.0916218963264121,0.32895310004356,0.181525579594405,"google | map | chrome | search | web | browser | gmail | webpage | android | image | view | app | help | feature | exactly | apps | special | account | driving | play"
45,"['gift', 'perfect', 'birthday']",0.7,0.7,123806,2018-11-28,"en-GB",0.104626195588522,0.443514542260394,0.212497560023424,"gift | perfect | idea | personalised | birthday | present | selection | item | box | unique | hamper | shipping | voucher | set | occasion | mug | girl | range | chocolate | bag"
46,"['recipe', 'cake', 'make']",1.6,1.1,207892,2018-11-28,"en-GB",0.0843473875770133,0.272950514152908,0.159738209563902,"recipe | cake | make | easy | chocolate | chicken | best | add | delicious | cook | simple | dish | sauce | idea | good | use | minute | cream | oil | just"
47,"['insurance', 'policy', 'cover']",0.6,0.6,113582,2018-11-28,"en-GB",0.081933331364965,0.379078213115238,0.23573179013257,"insurance | cover | policy | quote | travel | national | compare | claim | life | broker | driver | insurer | pet | financial | pay | money | liability | cost | vehicle | customer"
48,"['gcse', 'paper', 'math']",1.2,1.1,202203,2018-11-28,"en-GB",0.135946348733234,0.180372578241431,0.157734724292101,"paper | gcse | math | exam | resource | aqa | question | level | revision | edexcel | teacher | mark | english | science | student | scheme | teaching | language | worksheet | mathematics"
